"chr" "pos" "strand" "Name" "Islands_Name" "Relation_to_Island" "UCSC_RefGene_Name" "UCSC_RefGene_Accession" "UCSC_RefGene_Group" "Regulatory_Feature_Name" "Regulatory_Feature_Group" "logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"cg25798112" "chr3" 141595103 "-" "cg25798112" "chr3:141594486-141596288" "Island" "ATP1B3" "NM_001679" "TSS1500" "3:141593935-141595586" "Promoter_Associated" -1.0520035340315 -9.47902554063937 -2.88538967272674 0.00402644202900756 0.0455542516849105 -2.26230146857519
"cg08221093" "chr16" 68119222 "-" "cg08221093" "chr16:68118564-68119986" "Island" "NFATC3;NFATC3;NFATC3;NFATC3" "NM_173164;NM_173163;NM_173165;NM_004555" "TSS200;TSS200;TSS200;TSS200" "16:68118365-68120230" "Promoter_Associated" -1.04290985229286 -10.387334771223 -2.88513274449129 0.00402969139941891 0.0455796877190094 -2.26300855825784
"cg24700222" "chr1" 86622682 "+" "cg24700222" "chr1:86621278-86622871" "Island" "COL24A1" "NM_152890" "TSS1500" "" "" 0.963423486117741 -6.77238498730579 2.88371085848987 0.00404771715562758 0.0457262805639131 -2.26692060537276
"cg22625420" "chr19" 1605659 "-" "cg22625420" "chr19:1604918-1605681" "Island" "UQCR" "NM_006830" "TSS200" "19:1604767-1606511" "Promoter_Associated" -1.11881226134757 -11.9011148229965 -2.88323845003915 0.0040537222589002 0.0457657988808949 -2.26821993011516
"cg12601582" "chr6" 139695856 "-" "cg12601582" "chr6:139694811-139696578" "Island" "CITED2;CITED2;CITED2" "NM_006079;NM_001168389;NM_001168388" "TSS200;TSS1500;TSS1500" "6:139695582-139696021" "Promoter_Associated" -0.713419439223173 -6.84291634716392 -2.8821621133782 0.00406743457829291 0.0458677364086831 -2.27117953885564
"cg23215014" "chr5" 96143598 "+" "cg23215014" "chr5:96143102-96143885" "Island" "ERAP1;ERAP1;ERAP1;ERAP1" "NM_001040458;NM_016442;NM_001040458;NM_016442" "5'UTR;5'UTR;1stExon;1stExon" "5:96142767-96144528" "Promoter_Associated" -0.962092741446144 -8.93057102870624 -2.88097781610149 0.00408257103203084 0.0459871109864458 -2.27443476085909
"cg09984124" "chr19" 54666376 "-" "cg09984124" "chr19:54665921-54666377" "Island" "TMC4;TMC4" "NM_144686;NM_001145303" "Body;Body" "19:54665920-54666602" "Promoter_Associated" -0.928939583225517 -7.10631259587613 -2.88065500199756 0.00408670578131636 0.0460124202850585 -2.27532183819974
"cg19573456" "chr19" 16607087 "+" "cg19573456" "chr19:16606740-16607444" "Island" "C19orf44;CALR3" "NM_032207;NM_145046" "TSS200;TSS200" "19:16606594-16607591" "Promoter_Associated" -1.06950757172497 -10.0880129825294 -2.8804555701896 0.00408926209708616 0.0460361980347788 -2.27586981853769
"cg24046271" "chr2" 55459735 "-" "cg24046271" "" "OpenSea" "RPS27A;C2orf63;RPS27A;RPS27A;C2orf63" "NM_001135592;NM_152385;NM_002954;NM_002954;NM_001135598" "5'UTR;TSS1500;1stExon;5'UTR;TSS200" "2:55459087-55460069" "Promoter_Associated" -1.10584713764442 -11.5346904861132 -2.88034732080277 0.00409065024592021 0.0460493231631489 -2.276167240715
"cg01898661" "chr16" 90114063 "+" "cg01898661" "" "OpenSea" "LOC100130015;LOC100130015" "NR_027335;NR_027336" "TSS200;Body" "16:90113994-90114715" "Unclassified_Cell_type_specific" -0.547508689510418 -6.00311301198406 -2.88032079544383 0.00409099046236827 0.0460506507075753 -2.27624011918608
"cg23962826" "chr11" 67797883 "+" "cg23962826" "chr11:67797802-67798413" "Island" "NDUFS8" "NM_002496" "TSS1500" "11:67797510-67798896" "Promoter_Associated" -1.13627245067048 -9.21126286618745 -2.87999454990276 0.00409517701982815 0.0460852566721837 -2.2771364258008
"cg00750314" "chr3" 47823291 "+" "cg00750314" "chr3:47823467-47823824" "N_Shore" "SMARCC1;SMARCC1" "NM_003074;NM_003074" "5'UTR;1stExon" "3:47823186-47823663" "Promoter_Associated" -1.0848658626804 -9.04732849870972 -2.87981667300857 0.00409746127232742 0.0460940185796204 -2.27762507190914
"cg21616047" "chr2" 224467359 "+" "cg21616047" "" "OpenSea" "SCG2" "NM_003469" "TSS1500" "" "" -0.590761797799315 -4.37527029662105 -2.87833296213657 0.00411655992160952 0.046249563370579 -2.28169983013713
"cg07516976" "chr16" 777273 "-" "cg07516976" "chr16:776636-779417" "Island" "HAGHL;HAGHL;HAGHL;CCDC78" "NM_207112;NM_032304;NM_032304;NM_001031737" "5'UTR;5'UTR;1stExon;TSS1500" "16:777142-777456" "Promoter_Associated" -1.03855865226594 -9.64125864221814 -2.87730110451705 0.00412988990436746 0.046332439990964 -2.28453244190286
"cg22427477" "chr1" 115259351 "+" "cg22427477" "" "OpenSea" "NRAS;NRAS" "NM_002524;NM_002524" "1stExon;5'UTR" "1:115258830-115259993" "Unclassified" -1.18824034893434 -10.7162561697594 -2.87727113323148 0.00413027767229532 0.0463349545975628 -2.28461470298442
"cg23314283" "chr13" 53226751 "-" "cg23314283" "chr13:53226382-53226960" "Island" "SUGT1;SUGT1" "NM_001130912;NM_006704" "TSS200;TSS200" "13:53226106-53227822" "Promoter_Associated" -1.08260869763405 -11.2533844008711 -2.87670077495377 0.0041376632693925 0.0463888721286586 -2.28617998484856
"cg24243375" "chr6" 30181383 "-" "cg24243375" "chr6:30180933-30182187" "Island" "TRIM26" "NM_003449" "TSS1500" "6:30180872-30181439" "Promoter_Associated" -0.924232184732861 -8.33055532599073 -2.87650621488705 0.00414018538264319 0.0464052218294297 -2.28671386298544
"cg02886878" "chr17" 53499011 "+" "cg02886878" "chr17:53498243-53499546" "Island" "MMD" "NM_012329" "Body" "17:53498992-53499905" "Promoter_Associated" -1.11249933832078 -11.5766826068972 -2.87528746190591 0.0041560161014223 0.04652476546392 -2.2900573522869
"cg17583733" "chr4" 3534308 "+" "cg17583733" "chr4:3533643-3534788" "Island" "LRPAP1" "NM_002337" "TSS200" "4:3533127-3535122" "Promoter_Associated" -1.019114989067 -10.0033738248574 -2.87381897450351 0.00417516378528758 0.0466770599616879 -2.29408411749572
"cg15617292" "chr20" 33460744 "+" "cg15617292" "chr20:33460430-33460866" "Island" "GGT7" "NM_178026" "TSS200" "20:33459864-33461246" "Promoter_Associated" -0.837067855181648 -8.02608678360678 -2.87374334404757 0.00417615210292649 0.046682070610852 -2.2942914507145
"cg13204290" "chr12" 109125409 "+" "cg13204290" "chr12:109124224-109125964" "Island" "CORO1C" "NM_014325" "TSS200" "12:109125141-109125979" "Promoter_Associated" -1.02984710670652 -8.42979175545944 -2.87315385422197 0.00418386268340042 0.0467354787339951 -2.29590729463494
"cg09670790" "chr13" 76056027 "+" "cg09670790" "chr13:76055077-76056799" "Island" "TBC1D4;TBC1D4" "NM_014832;NM_014832" "1stExon;5'UTR" "13:76055814-76057442" "Promoter_Associated" -0.971672029187204 -9.42066527351425 -2.87299194264827 0.00418598276583122 0.0467541988582371 -2.29635105196389
"cg02407746" "chr11" 62432788 "-" "cg02407746" "chr11:62432319-62433417" "Island" "C11orf48;METTL12;SNORA57;METTL12" "NM_024099;NM_001043229;NR_004390;NM_001043229" "Body;5'UTR;TSS200;1stExon" "11:62432050-62433638" "Promoter_Associated" -1.14492079216697 -11.0578990189735 -2.87277413205359 0.00418883633487569 0.0467779983402354 -2.29694797538711
"cg02181309" "chr14" 23299298 "-" "cg02181309" "chr14:23298984-23299313" "Island" "MRPL52;MRPL52;MRPL52;MRPL52;MRPL52;MRPL52;MRPL52;MRPL52" "NM_181305;NM_181307;NM_181304;NM_180982;NM_181304;NM_181305;NM_178336;NM_181306" "1stExon;Body;1stExon;Body;5'UTR;5'UTR;Body;5'UTR" "14:23298645-23299808" "Promoter_Associated" -0.933263005780957 -8.12928639560172 -2.87145170088703 0.00420619969714684 0.0469053246970244 -2.30057123123105
"cg23008230" "chr8" 687959 "-" "cg23008230" "chr8:686830-689496" "Island" "" "" "" "" "" -0.746275859381796 -6.55178979861503 -2.8693805693866 0.0042335249067399 0.0471124053283268 -2.30624253600744
"cg00292857" "chr8" 125486958 "-" "cg00292857" "chr8:125486521-125487622" "Island" "RNF139" "NM_007218" "TSS200" "8:125486424-125488912" "Promoter_Associated" -1.1145500820041 -11.0508724026138 -2.86927748378669 0.00423488915914224 0.0471181281772581 -2.30652470719782
"cg13810556" "chr2" 217363253 "+" "cg13810556" "chr2:217363524-217363826" "N_Shore" "RPL37A" "NM_000998" "TSS1500" "2:217363036-217364862" "Promoter_Associated" -1.10803844648379 -7.90574436079274 -2.86922160239399 0.00423562887001915 0.0471231624671512 -2.3066776644739
"cg03762483" "chr16" 10274847 "+" "cg03762483" "chr16:10273943-10277424" "Island" "GRIN2A;GRIN2A;GRIN2A" "NM_001134407;NM_000833;NM_001134408" "5'UTR;5'UTR;5'UTR" "" "" -1.23505327695329 -8.49473953290023 -2.86870638337743 0.0042424544406763 0.0471782079610082 -2.30808777318423
"cg17714980" "chr6" 31940546 "-" "cg17714980" "chr6:31939730-31940559" "Island" "STK19;STK19;DOM3Z;STK19" "NM_004197;NM_032454;NM_005510;NR_026717" "Body;Body;TSS1500;Body" "6:31939216-31940908" "Promoter_Associated" -0.991456917721537 -9.89215951631585 -2.86858238106093 0.00424409870294692 0.0471865381119172 -2.30842711959579
"cg09782300" "chr19" 14640092 "+" "cg09782300" "chr19:14639879-14641040" "Island" "MIR639;TECR" "NR_030369;NM_138501" "TSS1500;TSS1500" "19:14639815-14641266" "Promoter_Associated" -0.978459799120885 -8.34241224749559 -2.86815279433204 0.00424979947354832 0.0472237553376162 -2.30960262165856
"cg10079740" "chr16" 55513480 "+" "cg10079740" "chr16:55513220-55513526" "Island" "MMP2" "NM_004530" "1stExon" "" "" -0.886625494290307 -8.67263284737948 -2.86799248876464 0.00425192856855216 0.0472372789809336 -2.31004123065303
"cg12837030" "chr3" 40494671 "-" "cg12837030" "chr3:40494414-40494899" "Island" "" "" "" "3:40493996-40495341" "Promoter_Associated" -1.03930816489246 -10.9682769103193 -2.86791194360404 0.00425299869325704 0.0472466339805687 -2.31026159968892
"cg25908368" "chr11" 46615546 "+" "cg25908368" "chr11:46615197-46615664" "Island" "" "" "" "11:46614793-46616325" "Promoter_Associated" -1.15948732872603 -9.71449235688597 -2.86713349699922 0.00426335377279647 0.0473362853054662 -2.31239109373919
"cg10256686" "chr10" 60027792 "+" "cg10256686" "chr10:60027007-60029241" "Island" "IPMK;CISD1" "NM_152230;NM_018464" "TSS200;TSS1500" "10:60027596-60027888" "Promoter_Associated" -0.988420708024442 -9.99206240296638 -2.86708755542351 0.00426396561384037 0.0473395574765103 -2.31251675242717
"cg21327887" "chr17" 43971928 "+" "cg21327887" "chr17:43971410-43975040" "Island" "MAPT;MAPT;MAPT;MAPT;MAPT;MAPT;LOC100128977;LOC100130148;MAPT;MAPT;MAPT;MAPT;MAPT;MAPT" "NM_001123066;NM_001123067;NM_016841;NM_016835;NM_005910;NM_016834;NR_024559;NR_024560;NM_016834;NM_016835;NM_001123066;NM_016841;NM_005910;NM_001123067" "1stExon;5'UTR;1stExon;5'UTR;1stExon;1stExon;Body;TSS1500;5'UTR;1stExon;5'UTR;5'UTR;5'UTR;1stExon" "17:43971576-43971953" "Promoter_Associated" -1.24627091111456 -10.0750439245256 -2.8668060646809 0.00426771619588893 0.0473694889922378 -2.31328663862292
"cg27005255" "chr2" 198365139 "-" "cg27005255" "chr2:198363689-198365405" "Island" "HSPE1;HSPE1;HSPD1;HSPD1" "NM_002157;NM_002157;NM_002156;NM_199440" "1stExon;5'UTR;TSS1500;TSS200" "2:198363542-198365504" "Promoter_Associated" -0.608939852751964 -6.69335120574083 -2.86654824156402 0.00427115406078375 0.0473924125081469 -2.31399172833447
"cg00652555" "chr6" 32163405 "+" "cg00652555" "chr6:32163292-32164383" "Island" "NOTCH4;GPSM3" "NM_004557;NM_022107" "Body;TSS200" "6:32162400-32164485" "Promoter_Associated" -0.968970309804277 -8.72591094740033 -2.86625260831495 0.0042750991907366 0.0474209480629526 -2.31480014425318
"cg08122544" "chr19" 14629215 "+" "cg08122544" "chr19:14628406-14629689" "Island" "DNAJB1" "NM_006145" "TSS200" "19:14628031-14629908" "Promoter_Associated" -1.16167860369907 -11.0696941068255 -2.86581972565099 0.00428088184415003 0.0474622198263951 -2.31598372495184
"cg18240143" "chr14" 60952599 "+" "cg18240143" "chr14:60951976-60952946" "Island" "C14orf39" "NM_174978" "5'UTR" "" "" -1.21944800056079 -8.71541626712084 -2.8654486505407 0.00428584449969355 0.0475032939388656 -2.31699817348002
"cg00037058" "chr2" 178977341 "+" "cg00037058" "chr2:178977078-178977828" "Island" "RBM45" "NM_152945" "1stExon" "2:178976605-178978598" "Promoter_Associated" -1.00574832482713 -8.67282107649359 -2.86541274985106 0.00428632490279789 0.0475047707891121 -2.31709631230753
"cg10122479" "chr6" 126277730 "+" "cg10122479" "chr6:126277792-126278501" "N_Shore" "HINT3" "NM_138571" "TSS200" "6:126277233-126279007" "Promoter_Associated" -0.772576666187767 -5.25419491282833 -2.86500405428821 0.004291797290259 0.0475488862149014 -2.318213445849
"cg07700514" "chr16" 56228467 "-" "cg07700514" "chr16:56224731-56224980" "S_Shelf" "DKFZP434H168;GNAO1;GNAO1" "NR_026889;NM_020988;NM_138736" "TSS200;Body;Body" "16:56228174-56228697" "Unclassified_Cell_type_specific" -1.10082136292228 -12.0487726440635 -2.86486778818264 0.00429362328878248 0.0475595720876959 -2.31858588272658
"cg23241429" "chr1" 153606616 "+" "cg23241429" "chr1:153606177-153606974" "Island" "C1orf77;S100A13;C1orf77" "NM_015607;NM_001024210;NM_015607" "5'UTR;TSS200;1stExon" "1:153605976-153607238" "NonGene_Associated" -0.812188960262002 -8.5389351397806 -2.86479195606397 0.00429463976308563 0.0475663552138052 -2.318793136441
"cg07874283" "chr9" 139334396 "+" "cg07874283" "chr9:139332839-139334501" "Island" "INPP5E" "NM_019892" "TSS200" "9:139334076-139336186" "Promoter_Associated" -0.939302806642926 -8.98856736287639 -2.86372593132308 0.00430895220927081 0.0476675681028409 -2.32170607875596
"cg13797775" "chr9" 108320518 "-" "cg13797775" "chr9:108320245-108320640" "Island" "FKTN;FKTN" "NM_001079802;NM_006731" "5'UTR;5'UTR" "9:108319710-108320803" "Promoter_Associated" -0.870226313745771 -8.79651955970004 -2.86304620846596 0.00431810077981853 0.0477254912586641 -2.32356288762322
"cg05129951" "chr14" 100626194 "-" "cg05129951" "chr14:100625319-100626461" "Island" "DEGS2" "NM_206918" "TSS200" "" "" -0.558841688603888 -6.9626062265276 -2.86269977544 0.00432277030018257 0.0477604967010359 -2.3245090781773
"cg05826330" "chr16" 31470953 "+" "cg05826330" "chr16:31469982-31471302" "Island" "ARMC5;ARMC5" "NM_001105247;NM_024742" "1stExon;1stExon" "16:31469077-31471464" "Promoter_Associated" -1.02232924912246 -10.3997548046893 -2.86076303266043 0.00434895999491696 0.0479373657605663 -2.32979672088812
"cg08410301" "chr17" 36003437 "+" "cg08410301" "chr17:36003250-36003528" "Island" "DDX52;DDX52;DDX52" "NM_152300;NM_152300;NM_007010" "1stExon;5'UTR;1stExon" "17:36002769-36004099" "Promoter_Associated" -1.07558712188068 -11.4422180312197 -2.85959301206096 0.00436485141401864 0.0480580892079624 -2.33298938600022
"cg22171626" "chr17" 40075284 "+" "cg22171626" "chr17:40074291-40075380" "Island" "ACLY;ACLY" "NM_198830;NM_001096" "TSS200;TSS200" "17:40074089-40076056" "Promoter_Associated" -1.07847146685644 -11.8279201971916 -2.85949794077981 0.00436614500274038 0.0480654132215753 -2.33324875340031
"cg02980631" "chr6" 157008350 "-" "cg02980631" "chr6:157008138-157008410" "Island" "" "" "" "6:157007172-157009151" "Promoter_Associated" -0.544620610921384 -5.90638942162472 -2.85921860156895 0.00436994785075393 0.0480919440847413 -2.33401078007609
"cg16044925" "chr1" 40723896 "-" "cg16044925" "chr1:40723796-40724010" "Island" "ZMPSTE24;ZMPSTE24" "NM_005857;NM_005857" "1stExon;5'UTR" "1:40723013-40724510" "Promoter_Associated" -1.19924712931913 -10.6629881442684 -2.85884639564027 0.00437501963638428 0.0481314328743422 -2.33502603061906
"cg16478012" "chr16" 87425779 "+" "cg16478012" "chr16:87425137-87426677" "Island" "FBXO31;MAP1LC3B" "NR_024568;NM_022818" "TSS200;TSS200" "16:87425362-87425996" "Promoter_Associated" -1.00992364980762 -10.2662714945207 -2.85782801034149 0.00438892378928774 0.0482367161035295 -2.33780317780503
"cg20292110" "chr17" 46018809 "+" "cg20292110" "" "OpenSea" "PNPO" "NM_018129" "TSS200" "17:46018384-46020000" "Promoter_Associated" -1.20138115279076 -9.7432686775914 -2.85767617203264 0.00439100029312392 0.0482544180688782 -2.33821715964971
"cg14094449" "chr14" 60558589 "-" "cg14094449" "chr14:60558340-60559176" "Island" "C14orf135" "NM_022495" "TSS200" "14:60557768-60559674" "Promoter_Associated" -1.22063196896188 -8.89714950439213 -2.85512481633724 0.00442602574610365 0.0485119444860157 -2.34517012842199
"cg04631281" "chr17" 1953842 "-" "cg04631281" "chr17:1952919-1962328" "Island" "MIR212;MIR132" "NR_029625;NR_029674" "TSS200;TSS1500" "17:1952971-1954609" "Unclassified" -0.772458052747667 -7.15253266647335 -2.8547285541387 0.00443148840905868 0.0485551206397068 -2.3462494801466
"cg09479134" "chr20" 25604757 "+" "cg09479134" "chr20:25603815-25605187" "Island" "NANP" "NM_152667" "TSS200" "20:25604121-25604812" "Promoter_Associated" -0.807959262205269 -8.92692160590992 -2.85470064254119 0.00443187341443972 0.0485567709608127 -2.34632550113728
"cg26186901" "chr15" 43398302 "+" "cg26186901" "" "OpenSea" "UBR1" "NM_174916" "TSS200" "15:43397530-43398769" "Promoter_Associated" -1.06479638388952 -11.0468470584997 -2.85466422067814 0.00443237585391118 0.0485587010370686 -2.34642469988929
"cg03801179" "chr2" 20212423 "-" "cg03801179" "chr2:20212067-20212783" "Island" "MATN3;MATN3" "NM_002381;NM_002381" "5'UTR;1stExon" "2:20212032-20212817" "Unclassified_Cell_type_specific" -0.85030393432897 -8.59224151702709 -2.85424464290003 0.00443816765942173 0.0485974608428125 -2.34756737468593
"cg01017344" "chr1" 225615852 "+" "cg01017344" "chr1:225614721-225616512" "Island" "LBR;LBR" "NM_002296;NM_194442" "TSS200;5'UTR" "1:225615382-225616166" "Promoter_Associated" -1.07687894043744 -9.94192305801915 -2.85222589196211 0.00446613047593612 0.0488017627112728 -2.35306293135316
"cg07391610" "chr1" 211432754 "-" "cg07391610" "chr1:211432105-211434134" "Island" "RCOR3;RCOR3;RCOR3;RCOR3;RCOR3;RCOR3;RCOR3" "NM_018254;NM_001136225;NM_001136224;NM_001136223;NM_001136225;NM_001136224;NM_001136223" "TSS1500;1stExon;5'UTR;5'UTR;5'UTR;1stExon;1stExon" "1:211431659-211432903" "Promoter_Associated" -1.03703533025424 -9.83416715199784 -2.8518894546124 0.00447080617388956 0.0488342393213938 -2.35397843069158
"cg13755373" "chr14" 103059017 "-" "cg13755373" "chr14:103057926-103060044" "Island" "RCOR1" "NM_015156" "TSS1500" "14:103058175-103059985" "Promoter_Associated" -1.06631844067145 -8.95425013188122 -2.85143555668814 0.00447712134441901 0.0488831853588374 -2.35521339170229
"cg02578673" "chr19" 50379958 "+" "cg02578673" "chr19:50379396-50381565" "Island" "AKT1S1;TBC1D17;AKT1S1;AKT1S1;TBC1D17;AKT1S1" "NM_001098633;NM_001168222;NM_032375;NM_001098632;NM_024682;NM_032375" "5'UTR;TSS1500;1stExon;5'UTR;TSS1500;5'UTR" "19:50379738-50380014" "Promoter_Associated" -0.991507631666482 -7.71893107251287 -2.8500606818138 0.00449629970214644 0.0490274767111753 -2.35895296608687
"cg06398150" "chr16" 1021062 "+" "cg06398150" "chr16:1020219-1021303" "Island" "LMF1" "NM_022773" "TSS200" "16:1019949-1021850" "Promoter_Associated" -0.922221109896386 -8.95881668279663 -2.84795698521562 0.00452578892006313 0.0492290602757552 -2.36467148018339
"cg26001902" "chr2" 108602979 "+" "cg26001902" "chr2:108602824-108603467" "Island" "SLC5A7" "NM_021815" "TSS200" "" "" -0.727954972617673 -6.75295343393292 -2.84745001178332 0.00453292178084904 0.0492846405013259 -2.36604897785268
"cg07719884" "chr1" 43824467 "+" "cg07719884" "chr1:43824134-43825059" "Island" "CDC20" "NM_001255" "TSS200" "1:43823626-43825226" "Promoter_Associated" -1.07084272966722 -11.1215924538925 -2.84703231754047 0.00453880619421921 0.0493231030181721 -2.36718371501332
"cg13258039" "chr17" 7608697 "-" "cg13258039" "chr17:7608376-7608956" "Island" "EFNB3;EFNB3" "NM_001406;NM_001406" "5'UTR;1stExon" "17:7608007-7609195" "Unclassified_Cell_type_specific" -1.01943803491594 -10.1397877276371 -2.84679875141049 0.00454209966055166 0.0493533457110918 -2.36781816607715
"cg22959961" "chr5" 138739503 "+" "cg22959961" "chr5:138739492-138739912" "Island" "SPATA24" "NM_194296" "Body" "5:138738226-138740522" "Promoter_Associated" -0.86564579813758 -7.49499270277953 -2.84480229102033 0.00457033996777727 0.0495693727930484 -2.37323920802013
"cg13742159" "chr20" 1099222 "+" "cg13742159" "chr20:1099078-1099561" "Island" "PSMF1;PSMF1" "NM_178578;NM_006814" "5'UTR;TSS200" "20:1098697-1099831" "Unclassified" -0.974025714146476 -9.3962584129952 -2.84475782499724 0.00457097075831557 0.0495734485186149 -2.37335990549858
